5.69,"p":-0.69,"r":15.96},"acceleration":{"x":-2148,"y":-553,"z":5141}}
0.2:{"time":129357,"ypr":{"y":57.16,"p":-5.13,"r":19.42},"acceleration":{"x":-1469,"y":-1520,"z":5233}}
0.2:{"time":129372,"ypr":{"y":57.54,"p":-4.97,"r":19.33},"acceleration":{"x":-1497,"y":-1493,"z":5395}}
0.2:{"time":129387,"ypr":{"y":57.92,"p":-4.79,"r":19.22},"acceleration":{"x":-1521,"y":-1368,"z":5444}}
0.2:{"time":129402,"ypr":{"y":58.24,"p":-4.54,"r":19.14},"acceleration":{"x":-1466,"y":-1154,"z":5336}}
0.2:{"time":129417,"ypr":{"y":58.54,"p":-4.16,"r":19.09},"acceleration":{"x":-1283,"y":-916,"z":5259}}
0.2:{"time":129432,"ypr":{"y":58.90,"p":-3.69,"r":18.98},"acceleration":{"x":-1025,"y":-792,"z":5254}}
0.2:{"time":129447,"ypr":{"y":59.30,"p":-3.22,"r":18.76},"acceleration":{"x":-887,"y":-873,"z":5095}}
0.2:{"time":129462,"ypr":{"y":59.70,"p":-2.85,"r":18.54},"acceleration":{"x":-845,"y":-998,"z":4923}}
0.2:{"time":129477,"ypr":{"y":60.09,"p":-2.47,"r":18.26},"acceleration":{"x":-1039,"y":-1288,"z":4889}}
0.2:{"time":129492,"ypr":{"y":60.38,"p":-2.16,"r":18.07},"acceleration":{"x":-1284,"y":-1442,"z":4809}}
0.2:{"time":129507,"ypr":{"y":60.56,"p":-1.89,"r":17.95},"acceleration":{"x":-1549,"y":-1478,"z":4650}}
0.2:{"time":129522,"ypr":{"y":60.58,"p":-1.55,"r":17.95},"acceleration":{"x":-1805,"y":-1500,"z":4621}}
0.2:{"time":129538,"ypr":{"y":60.44,"p":-1.06,"r":18.01},"acceleration":{"x":-2034,"y":-1631,"z":4745}}
0.2:{"time":129552,"ypr":{"y":60.09,"p":-0.46,"r":18.19},"acceleration":{"x":-2015,"y":-1775,"z":4745}}
0.2:{"time":129567,"ypr":{"y":59.56,"p":0.26,"r":18.40},"acceleration":{"x":-1826,"y":-1986,"z":4849}}
0.2:{"time":129583,"ypr":{"y":58.91,"p":1.00,"r":18.57},"acceleration":{"x":-1589,"y":-2190,"z":4984}}
0.2:{"time":129597,"ypr":{"y":58.18,"p":1.66,"r":18.63},"acceleration":{"x":-1419,"y":-2283,"z":5153}}
0.2:{"time":129612,"ypr":{"y":57.45,"p":2.18,"r":18.64},"acceleration":{"x":-1315,"y":-2242,"z":5194}}
0.2:{"time":129628,"ypr":{"y":56.80,"p":2.56,"r":18.60},"acceleration":{"x":-1361,"y":-2063,"z":5246}}
0.2:{"time":129642,"ypr":{"y":56.22,"p":2.93,"r":18.53},"acceleration":{"x":-1463,"y":-2010,"z":5241}}
0.2:{"time":129657,"ypr":{"y":55.65,"p":3.33,"r":18.51},"acceleration":{"x":-1542,"y":-2016,"z":5198}}
0.2:{"time":129672,"ypr":{"y":55.09,"p":3.76,"r":18.53},"acceleration":{"x":-1519,"y":-2088,"z":5214}}
0.2:{"time":129687,"ypr":{"y":54.49,"p":4.17,"r":18.59},"acceleration":{"x":-1395,"y":-2182,"z":5252}}
0.2:{"time":129702,"ypr":{"y":53.85,"p":4.49,"r":18.67},"acceleration":{"x":-1313,"y":-2218,"z":5209}}
0.2:{"time":129717,"ypr":{"y":53.14,"p":4.73,"r":18.75},"acceleration":{"x":-1255,"y":-2156,"z":4986}}
0.2:{"time":129732,"ypr":{"y":52.32,"p":4.94,"r":18.83},"acceleration":{"x":-1298,"y":-1982,"z":4879}}
0.2:{"time":129747,"ypr":{"y":51.39,"p":5.32,"r":18.92},"acceleration":{"x":-1284,"y":-2036,"z":4958}}
0.2:{"time":129762,"ypr":{"y":50.30,"p":5.83,"r":19.07},"acceleration":{"x":-1065,"y":-2346,"z":5110}}
0.2:{"time":129777,"ypr":{"y":49.03,"p":6.31,"r":19.18},"acceleration":{"x":-724,"y":-2880,"z":5331}}
0.2:{"time":129793,"ypr":{"y":47.54,"p":6.57,"r":19.28},"acceleration":{"x":-369,"y":-3334,"z":5333}}
0.2:{"time":129807,"ypr":{"y":45.81,"p":6.59,"r":19.34},"acceleration":{"x":0,"y":-3629,"z":5512}}
0.2:{"time":129822,"ypr":{"y":43.80,"p":6.32,"r":19.29},"acceleration":{"x":389,"y":-3638,"z":5814}}
0.2:{"time":129838,"ypr":{"y":41.52,"p":5.66,"r":19.15},"acceleration":{"x":765,"y":-3103,"z":5795}}
0.2:{"time":129852,"ypr":{"y":39.07,"p":4.82,"r":18.82},"acceleration":{"x":1187,"y":-2170,"z":5830}}
0.2:{"time":129867,"ypr":{"y":36.56,"p":3.82,"r":18.08},"acceleration":{"x":1540,"y":-1104,"z":5852}}
0.2:{"time":129883,"ypr":{"y":34.13,"p":2.60,"r":16.90},"acceleration":{"x":1384,"y":-59,"z":5728}}
0.2:{"time":129897,"ypr":{"y":31.82,"p":1.17,"r":15.36},"acceleration":{"x":797,"y":768,"z":5402}}
0.2:{"time":129912,"ypr":{"y":29.58,"p":-0.37,"r":13.45},"acceleration":{"x":-128,"y":1054,"z":5067}}
0.2:{"time":129928,"ypr":{"y":27.44,"p":-1.84,"r":11.46},"acceleration":{"x":-1112,"y":880,"z":4599}}
0.2:{"time":129942,"ypr":{"y":25.45,"p":-3.14,"r":9.61},"acceleration":{"x":-1962,"y":456,"z":4371}}
0.2:{"time":129957,"ypr":{"y":23.67,"p":-4.16,"r":8.14},"acceleration":{"x":-2943,"y":-66,"z":4462}}
0.2:{"time":129973,"ypr":{"y":22.01,"p":-4.60,"r":7.16},"acceleration":{"x":-3718,"y":-573,"z":4599}}
0.2:{"time":129987,"ypr":{"y":20.40,"p":-4.28,"r":6.61},"acceleration":{"x":-4031,"y":-1006,"z":4636}}
0.2:{"time":130002,"ypr":{"y":18.80,"p":-3.29,"r":6.43},"acceleration":{"x":-3925,"y":-1380,"z":4498}}
0.2:{"time":130018,"ypr":{"y":17.21,"p":-1.84,"r":6.52},"acceleration":{"x":-3682,"y":-1635,"z":4471}}
0.2:{"time":130032,"ypr":{"y":15.63,"p":-0.02,"r":6.76},"acceleration":{"x":-3468,"y":-1768,"z":4562}}
0.2:{"time":130048,"ypr":{"y":14.08,"p":2.07,"r":7.10},"acceleration":{"x":-3274,"y":-1868,"z":4740}}
0.2:{"time":130063,"ypr":{"y":12.65,"p":4.41,"r":7.43},"acceleration":{"x":-2987,"y":-2159,"z":5143}}
0.2:{"time":130077,"ypr":{"y":11.39,"p":6.97,"r":7.82},"acceleration":{"x":-2544,"y":-2719,"z":5390}}
0.2:{"time":130093,"ypr":{"y":10.20,"p":9.66,"r":8.32},"acceleration":{"x":-2206,"y":-3234,"z":5487}}
0.2:{"time":130108,"ypr":{"y":8.87,"p":12.29,"r":8.87},"acceleration":{"x":-2342,"y":-3542,"z":5426}}
0.2:{"time":130122,"ypr":{"y":7.00,"p":15.04,"r":9.41},"acceleration":{"x":-2356,"y":-3614,"z":4961}}
0.2:{"time":130138,"ypr":{"y":4.40,"p":18.22,"r":9.87},"acceleration":{"x":-1224,"y":-3173,"z":4446}}
0.2:{"time":130152,"ypr":{"y":1.40,"p":21.47,"r":10.17},"acceleration":{"x":963,"y":-2045,"z":4988}}
0.2:{"time":130167,"ypr":{"y":-1.56,"p":23.83,"r":10.48},"acceleration":{"x":2976,"y":-362,"z":5845}}
0.2:{"time":130183,"ypr":{"y":-4.15,"p":24.95,"r":10.48},"acceleration":{"x":3715,"y":602,"z":6333}}
0.2:{"time":130197,"ypr":{"y":-6.60,"p":24.93,"r":10.18},"acceleration":{"x":3482,"y":231,"z":6491}}
0.2:{"time":130212,"ypr":{"y":-8.94,"p":24.10,"r":10.12},"acceleration":{"x":2965,"y":-205,"z":6249}}
0.2:{"time":130228,"ypr":{"y":-10.96,"p":22.81,"r":10.42},"acceleration":{"x":2067,"y":-398,"z":5818}}
0.2:{"time":130242,"ypr":{"y":-12.62,"p":21.44,"r":10.90},"acceleration":{"x":891,"y":-241,"z":5174}}
0.2:{"time":130257,"ypr":{"y":-13.99,"p":20.23,"r":11.39},"acceleration":{"x":-241,"y":191,"z":4412}}
0.2:{"time":130273,"ypr":{"y":-15.19,"p":19.52,"r":11.69},"acceleration":{"x":-1028,"y":867,"z":3918}}
0.2:{"time":130287,"ypr":{"y":-16.14,"p":19.40,"r":11.55},"acceleration":{"x":-997,"y":1519,"z":4011}}
0.2:{"time":130302,"ypr":{"y":-16.73,"p":19.48,"r":11.07},"acceleration":{"x":-143,"y":1978,"z":4403}}
0.2:{"time":130318,"ypr":{"y":-16.90,"p":19.10,"r":10.40},"acceleration":{"x":811,"y":2024,"z":5043}}
0.2:{"time":130332,"ypr":{"y":-16.88,"p":17.85,"r":9.66},"acceleration":{"x":987,"y":1365,"z":5479}}
0.2:{"time":130348,"ypr":{"y":-17.03,"p":15.94,"r":8.92},"acceleration":{"x":218,"y":221,"z":5343}}
0.2:{"time":130363,"ypr":{"y":-17.42,"p":14.21,"r":8.24},"acceleration":{"x":-776,"y":-1048,"z":5342}}
0.2:{"time":130377,"ypr":{"y":-17.88,"p":13.10,"r":7.83},"acceleration":{"x":-1600,"y":-1995,"z":5313}}
0.2:{"time":130393,"ypr":{"y":-18.30,"p":12.78,"r":7.79},"acceleration":{"x":-2160,"y":-2231,"z":5025}}
0.2:{"time":130408,"ypr":{"y":-18.76,"p":13.14,"r":7.91},"acceleration":{"x":-2170,"y":-1874,"z":4696}}
0.2:{"time":130422,"ypr":{"y":-19.23,"p":13.91,"r":7.99},"acceleration":{"x":-1812,"y":-1469,"z":4523}}
0.2:{"time":130438,"ypr":{"y":-19.80,"p":14.88,"r":8.05},"acceleration":{"x":-1166,"y":-1188,"z":4578}}
0.2:{"time":130453,"ypr":{"y":-20.45,"p":15.78,"r":8.10},"acceleration":{"x":-522,"y":-926,"z":4930}}
0.2:{"time":130467,"ypr":{"y":-21.10,"p":16.41,"r":8.10},"acceleration":{"x":-107,"y":-774,"z":5337}}
0.2:{"time":130483,"ypr":{"y":-21.73,"p":16.69,"r":8.05},"acceleration":{"x":90,"y":-651,"z":5665}}
0.2:{"time":130498,"ypr":{"y":-22.36,"p":16.63,"r":7.92},"acceleration":{"x":263,"y":-713,"z":5843}}
0.2:{"time":130512,"ypr":{"y":-23.00,"p":16.29,"r":7.84},"acceleration":{"x":523,"y":-777,"z":5810}}
0.2:{"time":130528,"ypr":{"y":-23.67,"p":15.69,"r":7.83},"acceleration":{"x":744,"y":-778,"z":5727}}
0.2:{"time":130543,"ypr":{"y":-24.34,"p":14.89,"r":7.82},"acceleration":{"x":732,"y":-584,"z":5781}}
0.2:{"time":130557,"ypr":{"y":-24.97,"p":13.81,"r":7.82},"acceleration":{"x":294,"y":-108,"z":5779}}
0.2:{"time":130573,"ypr":{"y":-25.40,"p":12.54,"r":7.73},"acceleration":{"x":-501,"y":167,"z":5554}}
0.2:{"time":130587,"ypr":{"y":-25.66,"p":11.39,"r":7.46},"acceleration":{"x":-1332,"y":-159,"z":5056}}
0.2:{"time":130603,"ypr":{"y":-25.98,"p":10.69,"r":7.06},"acceleration":{"x":-1738,"y":-766,"z":4665}}
0.2:{"time":130618,"ypr":{"y":-26.41,"p":10.48,"r":6.73},"acceleration":{"x":-1647,"y":-1219,"z":4506}}
0.2:{"time":130632,"ypr":{"y":-26.87,"p":10.59,"r":6.60},"acceleration":{"x":-1354,"y":-1374,"z":4517}}
0.2:{"time":130648,"ypr":{"y":-27.27,"p":10.82,"r":6.60},"acceleration":{"x":-1038,"y":-1372,"z":4585}}
0.2:{"time":130663,"ypr":{"y":-27.60,"p":11.07,"r":6.69},"acceleration":{"x":-789,"y":-1293,"z":4720}}
0.2:{"time":130677,"ypr":{"y":-27.84,"p":11.34,"r":6.82},"acceleration":{"x":-576,"y":-1176,"z":4963}}
0.2:{"time":130693,"ypr":{"y":-28.02,"p":11.59,"r":6.97},"acceleration":{"x":-394,"y":-1047,"z":5280}}
0.2:{"time":130708,"ypr":{"y":-28.12,"p":11.79,"r":7.09},"acceleration":{"x":-244,"y":-983,"z":5583}}
0.2:{"time":130722,"ypr":{"y":-28.18,"p":11.90,"r":7.18},"acceleration":{"x":-141,"y":-993,"z":5793}}
0.2:{"time":130738,"ypr":{"y":-28.24,"p":11.93,"r":7.23},"acceleration":{"x":-21,"y":-1052,"z":5905}}
0.2:{"time":130753,"ypr":{"y":-28.31,"p":11.91,"r":7.27},"acceleration":{"x":127,"y":-1105,"z":5952}}
0.2:{"time":130767,"ypr":{"y":-28.39,"p":11.84,"r":7.30},"acceleration":{"x":259,"y":-1157,"z":5917}}
0.2:{"time":130783,"ypr":{"y":-28.48,"p":11.70,"r":7.36},"acceleration":{"x":313,"y":-1219,"z":5773}}
0.2:{"time":130798,"ypr":{"y":-28.56,"p":11.51,"r":7.44},"acceleration":{"x":286,"y":-1267,"z":5559}}
0.2:{"time":130812,"ypr":{"y":-28.63,"p":11.30,"r":7.52},"acceleration":{"x":199,"y":-1342,"z":5388}}
0.2:{"time":130828,"ypr":{"y":-28.71,"p":11.14,"r":7.61},"acceleration":{"x":133,"y":-1432,"z":5265}}
0.2:{"time":130843,"ypr":{"y":-28.83,"p":11.08,"r":7.74},"acceleration":{"x":122,"y":-1463,"z":5192}}
0.2:{"time":130857,"ypr":{"y":-28.98,"p":11.08,"r":7.85},"acceleration":{"x":156,"y":-1427,"z":5173}}
0.2:{"time":130873,"ypr":{"y":-29.13,"p":11.12,"r":7.96},"acceleration":{"x":148,"y":-1419,"z":5204}}
0.2:{"time":130888,"ypr":{"y":-29.24,"p":11.19,"r":8.05},"acceleration":{"x":130,"y":-1463,"z":5211}}
0.2:{"time":130903,"ypr":{"y":-29.34,"p":11.32,"r":8.14},"acceleration":{"x":164,"y":-1525,"z":5208}}
0.2:{"time":130918,"ypr":{"y":-29.46,"p":11.49,"r":8.24},"acceleration":{"x":267,"y":-1556,"z":5193}}
0.2:{"time":130933,"ypr":{"y":-29.58,"p":11.69,"r":8.35},"acceleration":{"x":415,"y":-1526,"z":5219}}
0.2:{"time":130948,"ypr":{"y":-29.69,"p":11.86,"r":8.47},"acceleration":{"x":541,"y":-1461,"z":5278}}
0.2:{"time":130963,"ypr":{"y":-29.76,"p":11.96,"r":8.59},"acceleration":{"x":594,"y":-1435,"z":5331}}
0.2:{"time":130978,"ypr":{"y":-29.80,"p":12.01,"r":8.68},"acceleration":{"x":588,"y":-1429,"z":5363}}
0.2:{"time":130993,"ypr":{"y":-29.83,"p":12.03,"r":8.77},"acceleration":{"x":584,"y":-1400,"z":5366}}
0.2:{"time":131008,"ypr":{"y":-29.84,"p":12.05,"r":8.85},"acceleration":{"x":588,"y":-1363,"z":5376}}
0.2:{"time":131022,"ypr":{"y":-29.82,"p":12.05,"r":8.90},"acceleration":{"x":571,"y":-1360,"z":5379}}
0.2:{"time":131038,"ypr":{"y":-29.80,"p":12.05,"r":8.93},"acceleration":{"x":547,"y":-1366,"z":5385}}
0.2:{"time":131053,"ypr":{"y":-29.79,"p":12.05,"r":8.94},"acceleration":{"x":548,"y":-1351,"z":5360}}
0.2:{"time":131067,"ypr":{"y":-29.78,"p":12.07,"r":8.95},"acceleration":{"x":558,"y":-1334,"z":5328}}
0.2:{"time":131083,"ypr":{"y":-29.78,"p":12.10,"r":8.94},"acceleration":{"x":587,"y":-1338,"z":5309}}
0.2:{"time":131098,"ypr":{"y":-29.77,"p":12.11,"r":8.93},"acceleration":{"x":594,"y":-1345,"z":5251}}
0.2:{"time":131112,"ypr":{"y":-29.77,"p":12.12,"r":8.92},"acceleration":{"x":591,"y":-1357,"z":5217}}
0.2:{"time":131128,"ypr":{"y":-29.76,"p":12.15,"r":8.94},"acceleration":{"x":590,"y":-1346,"z":5211}}
0.2:{"time":131143,"ypr":{"y":-29.74,"p":12.19,"r":8.97},"acceleration":{"x":595,"y":-1297,"z":5227}}
0.2:{"time":131158,"ypr":{"y":-29.72,"p":12.22,"r":8.99},"acceleration":{"x":625,"y":-1236,"z":5256}}
0.2:{"time":131173,"ypr":{"y":-29.69,"p":12.22,"r":9.00},"acceleration":{"x":654,"y":-1195,"z":5274}}
0.2:{"time":131188,"ypr":{"y":-29.65,"p":12.18,"r":9.00},"acceleration":{"x":657,"y":-1218,"z":5306}}
0.2:{"time":131203,"ypr":{"y":-29.63,"p":12.14,"r":8.99},"acceleration":{"x":655,"y":-1262,"z":5333}}
0.2:{"time":131218,"ypr":{"y":-29.60,"p":12.09,"r":8.99},"acceleration":{"x":662,"y":-1268,"z":5305}}
0.2:{"time":131233,"ypr":{"y":-29.59,"p":12.06,"r":9.00},"acceleration":{"x":676,"y":-1251,"z":5286}}
0.2:{"time":131248,"ypr":{"y":-29.55,"p":12.01,"r":9.02},"acceleration":{"x":665,"y":-1252,"z":5254}}
0.2:{"time":131263,"ypr":{"y":-29.52,"p":11.95,"r":9.04},"acceleration":{"x":637,"y":-1285,"z":5217}}
0.2:{"time":131278,"ypr":{"y":-29.49,"p":11.90,"r":9.06},"acceleration":{"x":626,"y":-1319,"z":5170}}
0.2:{"time":131293,"ypr":{"y":-29.47,"p":11.88,"r":9.10},"acceleration":{"x":623,"y":-1334,"z":5164}}
0.2:{"time":131308,"ypr":{"y":-29.43,"p":11.87,"r":9.15},"acceleration":{"x":617,"y":-1331,"z":5185}}
0.2:{"time":131323,"ypr":{"y":-29.40,"p":11.86,"r":9.21},"acceleration":{"x":622,"y":-1300,"z":5217}}
0.2:{"time":131338,"ypr":{"y":-29.36,"p":11.85,"r":9.25},"acceleration":{"x":647,"y":-1283,"z":5269}}
0.2:{"time":131353,"ypr":{"y":-29.32,"p":11.83,"r":9.28},"acceleration":{"x":695,"y":-1293,"z":5324}}
0.2:{"time":131368,"ypr":{"y":-29.27,"p":11.80,"r":9.31},"acceleration":{"x":752,"y":-1287,"z":5335}}
0.2:{"time":131383,"ypr":{"y":-29.22,"p":11.74,"r":9.34},"acceleration":{"x":784,"y":-1288,"z":5350}}
0.2:{"time":131398,"ypr":{"y":-29.16,"p":11.67,"r":9.36},"acceleration":{"x":779,"y":-1289,"z":5353}}
0.2:{"time":131414,"ypr":{"y":-29.10,"p":11.58,"r":9.38},"acceleration":{"x":762,"y":-1294,"z":5315}}
0.2:{"time":131428,"ypr":{"y":-29.05,"p":11.50,"r":9.39},"acceleration":{"x":752,"y":-1302,"z":5287}}
0.2:{"time":131443,"ypr":{"y":-28.99,"p":11.42,"r":9.41},"acceleration":{"x":733,"y":-1294,"z":5275}}
0.2:{"time":131458,"ypr":{"y":-28.92,"p":11.35,"r":9.41},"acceleration":{"x":716,"y":-1294,"z":5252}}
0.2:{"time":131473,"ypr":{"y":-28.85,"p":11.29,"r":9.39},"acceleration":{"x":722,"y":-1309,"z":5193}}
0.2:{"time":131488,"ypr":{"y":-28.77,"p":11.24,"r":9.38},"acceleration":{"x":727,"y":-1332,"z":5186}}
0.2:{"time":131503,"ypr":{"y":-28.71,"p":11.20,"r":9.37},"acceleration":{"x":730,"y":-1366,"z":5191}}
0.2:{"time":131518,"ypr":{"y":-28.66,"p":11.20,"r":9.38},"acceleration":{"x":751,"y":-1389,"z":5170}}
0.2:{"time":131533,"ypr":{"y":-28.61,"p":11.20,"r":9.39},"acceleration":{"x":778,"y":-1388,"z":5198}}
0.2:{"time":131548,"ypr":{"y":-28.57,"p":11.20,"r":9.40},"acceleration":{"x":811,"y":-1394,"z":5224}}
0.2:{"time":131563,"ypr":{"y":-28.53,"p":11.19,"r":9.43},"acceleration":{"x":824,"y":-1378,"z":5238}}
0.2:{"time":131578,"ypr":{"y":-28.49,"p":11.16,"r":9.47},"acceleration":{"x":819,"y":-1336,"z":5243}}
0.2:{"time":131593,"ypr":{"y":-28.44,"p":11.13,"r":9.51},"acceleration":{"x":806,"y":-1285,"z":5257}}
0.2:{"time":131608,"ypr":{"y":-28.40,"p":11.08,"r":9.53},"acceleration":{"x":796,"y":-1264,"z":5267}}
0.2:{"time":131623,"ypr":{"y":-28.35,"p":11.03,"r":9.54},"acceleration":{"x":760,"y":-1260,"z":5285}}
0.2:{"time":131638,"ypr":{"y":-28.32,"p":10.97,"r":9.51},"acceleration":{"x":749,"y":-1282,"z":5295}}
0.2:{"time":131653,"ypr":{"y":-28.28,"p":10.93,"r":9.48},"acceleration":{"x":769,"y":-1310,"z":5280}}
0.2:{"time":131668,"ypr":{"y":-28.26,"p":10.90,"r":9.44},"acceleration":{"x":810,"y":-1323,"z":5286}}
0.2:{"time":131683,"ypr":{"y":-28.25,"p":10.88,"r":9.42},"acceleration":{"x":848,"y":-1331,"z":5246}}
0.2:{"time":131698,"ypr":{"y":-28.26,"p":10.85,"r":9.41},"acceleration":{"x":848,"y":-1331,"z":5202}}
0.2:{"time":131714,"ypr":{"y":-28.27,"p":10.82,"r":9.42},"acceleration":{"x":824,"y":-1322,"z":5189}}
0.2:{"time":131728,"ypr":{"y":-28.29,"p":10.80,"r":9.43},"acceleration":{"x":799,"y":-1315,"z":5202}}
0.2:{"time":131743,"ypr":{"y":-28.31,"p":10.79,"r":9.45},"acceleration":{"x":767,"y":-1308,"z":5210}}
0.2:{"time":131759,"ypr":{"y":-28.34,"p":10.80,"r":9.47},"acceleration":{"x":757,"y":-1279,"z":5219}}
0.2:{"time":131773,"ypr":{"y":-28.37,"p":10.82,"r":9.49},"acceleration":{"x":781,"y":-1241,"z":5241}}
0.2:{"time":131788,"ypr":{"y":-28.40,"p":10.85,"r":9.51},"acceleration":{"x":830,"y":-1200,"z":5259}}
0.2:{"time":131804,"ypr":{"y":-28.43,"p":10.86,"r":9.50},"acceleration":{"x":896,"y":-1192,"z":5311}}
0.2:{"time":131818,"ypr":{"y":-28.43,"p":10.83,"r":9.49},"acceleration":{"x":918,"y":-1200,"z":5312}}
0.2:{"time":131833,"ypr":{"y":-28.43,"p":10.79,"r":9.46},"acceleration":{"x":926,"y":-1244,"z":5308}}
0.2:{"time":131849,"ypr":{"y":-28.44,"p":10.76,"r":9.44},"acceleration":{"x":926,"y":-1267,"z":5287}}
0.2:{"time":131863,"ypr":{"y":-28.45,"p":10.74,"r":9.44},"acceleration":{"x":917,"y":-1252,"z":5258}}
0.2:{"time":131878,"ypr":{"y":-28.46,"p":10.71,"r":9.46},"acceleration":{"x":929,"y":-1232,"z":5240}}
0.2:{"time":131893,"ypr":{"y":-28.47,"p":10.69,"r":9.48},"acceleration":{"x":929,"y":-1220,"z":5238}}
0.2:{"time":131908,"ypr":{"y":-28.46,"p":10.65,"r":9.50},"acceleration":{"x":916,"y":-1217,"z":5226}}
0.2:{"time":131923,"ypr":{"y":-28.46,"p":10.62,"r":9.53},"acceleration":{"x":919,"y":-1210,"z":5238}}
0.2:{"time":131938,"ypr":{"y":-28.45,"p":10.59,"r":9.54},"acceleration":{"x":950,"y":-1195,"z":5255}}
0.2:{"time":131953,"ypr":{"y":-28.44,"p":10.55,"r":9.55},"acceleration":{"x":962,"y":-1184,"z":5260}}
0.2:{"time":131969,"ypr":{"y":-28.42,"p":10.49,"r":9.53},"acceleration":{"x":962,"y":-1208,"z":5267}}
0.2:{"time":131983,"ypr":{"y":-28.40,"p":10.43,"r":9.51},"acceleration":{"x":973,"y":-1246,"z":5276}}
0.2:{"time":131998,"ypr":{"y":-28.38,"p":10.39,"r":9.50},"acceleration":{"x":994,"y":-1272,"z":5279}}
0.2:{"time":132014,"ypr":{"y":-28.36,"p":10.34,"r":9.50},"acceleration":{"x":986,"y":-1280,"z":5262}}
0.2:{"time":132028,"ypr":{"y":-28.34,"p":10.31,"r":9.51},"acceleration":{"x":964,"y":-1280,"z":5234}}
0.2:{"time":132043,"ypr":{"y":-28.32,"p":10.27,"r":9.52},"acceleration":{"x":938,"y":-1266,"z":5215}}
0.2:{"time":132059,"ypr":{"y":-28.30,"p":10.25,"r":9.54},"acceleration":{"x":945,"y":-1251,"z":5222}}
0.2:{"time":132073,"ypr":{"y":-28.27,"p":10.23,"r":9.56},"acceleration":{"x":960,"y":-1232,"z":5233}}
0.2:{"time":132088,"ypr":{"y":-28.25,"p":10.20,"r":9.57},"acceleration":{"x":971,"y":-1217,"z":5244}}
0.2:{"time":132104,"ypr":{"y":-28.21,"p":10.15,"r":9.59},"acceleration":{"x":975,"y":-1218,"z":5253}}
0.2:{"time":132118,"ypr":{"y":-28.18,"p":10.10,"r":9.60},"acceleration":{"x":980,"y":-1202,"z":5254}}
0.2:{"time":132133,"ypr":{"y":-28.14,"p":10.04,"r":9.60},"acceleration":{"x":956,"y":-1198,"z":5258}}
0.2:{"time":132149,"ypr":{"y":-28.10,"p":9.98,"r":9.58},"acceleration":{"x":954,"y":-1227,"z":5246}}
0.2:{"time":132163,"ypr":{"y":-28.05,"p":9.94,"r":9.56},"acceleration":{"x":983,"y":-1266,"z":5244}}
0.2:{"time":132178,"ypr":{"y":-28.01,"p":9.90,"r":9.54},"acceleration":{"x":996,"y":-1303,"z":5249}}
0.2:{"time":132194,"ypr":{"y":-27.97,"p":9.88,"r":9.54},"acceleration":{"x":975,"y":-1284,"z":5257}}
0.2:{"time":132208,"ypr":{"y":-27.94,"p":9.88,"r":9.54},"acceleration":{"x":973,"y":-1242,"z":5236}}
0.2:{"time":132224,"ypr":{"y":-27.91,"p":9.88,"r":9.54},"acceleration":{"x":1005,"y":-1200,"z":5227}}
0.2:{"time":132239,"ypr":{"y":-27.88,"p":9.87,"r":9.54},"acceleration":{"x":1017,"y":-1168,"z":5210}}
0.2:{"time":132253,"ypr":{"y":-27.85,"p":9.85,"r":9.54},"acceleration":{"x":1006,"y":-1152,"z":5168}}
0.2:{"time":132269,"ypr":{"y":-27.82,"p":9.82,"r":9.52},"acceleration":{"x":999,"y":-1164,"z":5088}}
0.2:{"time":132284,"ypr":{"y":-27.78,"p":9.77,"r":9.53},"acceleration":{"x":997,"y":-1170,"z":4991}}
0.2:{"time":132298,"ypr":{"y":-27.75,"p":9.74,"r":9.53},"acceleration":{"x":920,"y":-1104,"z":5061}}
0.2:{"time":132314,"ypr":{"y":-27.75,"p":9.78,"r":9.47},"acceleration":{"x":903,"y":-1080,"z":5217}}
0.2:{"time":132328,"ypr":{"y":-27.82,"p":9.88,"r":9.43},"acceleration":{"x":1062,"y":-1010,"z":5369}}
0.2:{"time":132343,"ypr":{"y":-27.90,"p":9.93,"r":9.33},"acceleration":{"x":1173,"y":-965,"z":5494}}
0.2:{"time":132359,"ypr":{"y":-27.96,"p":9.95,"r":9.16},"acceleration":{"x":1223,"y":-960,"z":5626}}
0.2:{"time":132373,"ypr":{"y":-28.00,"p":9.97,"r":8.96},"acceleration":{"x":1292,"y":-978,"z":5831}}
0.2:{"time":132388,"ypr":{"y":-28.06,"p":9.96,"r":8.74},"acceleration":{"x":1414,"y":-953,"z":6085}}
0.2:{"time":132404,"ypr":{"y":-28.11,"p":9.89,"r":8.47},"acceleration":{"x":1526,"y":-871,"z":6007}}
0.2:{"time":132418,"ypr":{"y":-28.11,"p":9.82,"r":8.11},"acceleration":{"x":1737,"y":-899,"z":5860}}
0.2:{"time":132433,"ypr":{"y":-28.04,"p":9.65,"r":7.79},"acceleration":{"x":2029,"y":-1069,"z":5627}}
0.2:{"time":132449,"ypr":{"y":-27.90,"p":9.26,"r":7.59},"acceleration":{"x":2096,"y":-1334,"z":5190}}
0.2:{"time":132463,"ypr":{"y":-27.72,"p":8.84,"r":7.53},"acceleration":{"x":1747,"y":-1433,"z":4836}}
0.2:{"time":132478,"ypr":{"y":-27.51,"p":8.52,"r":7.51},"acceleration":{"x":1307,"y":-1200,"z":4465}}
0.2:{"time":132494,"ypr":{"y":-27.25,"p":8.18,"r":7.44},"acceleration":{"x":758,"y":-983,"z":4277}}
